areaCode,areaName,areaType,date,totalDeaths,hospitalCases,newCasesByPublishDate
E07000041,Exeter,ltla,2021-04-03,,,1
E07000041,Exeter,ltla,2021-04-02,,,2
E07000041,Exeter,ltla,2021-04-01,,,1
E07000041,Exeter,ltla,2021-03-31,,,8
E07000041,Exeter,ltla,2021-03-30,,,3
E07000041,Exeter,ltla,2021-03-29,,,3
E07000041,Exeter,ltla,2021-03-28,,,4
E07000041,Exeter,ltla,2021-03-27,,,4
E07000041,Exeter,ltla,2021-03-26,,,5
E07000041,Exeter,ltla,2021-03-25,,,2
E07000041,Exeter,ltla,2021-03-24,,,4
E07000041,Exeter,ltla,2021-03-23,,,0
E07000041,Exeter,ltla,2021-03-22,,,5
E07000041,Exeter,ltla,2021-03-21,,,0
E07000041,Exeter,ltla,2021-03-20,,,3
E07000041,Exeter,ltla,2021-03-19,,,4
E07000041,Exeter,ltla,2021-03-18,,,8
E07000041,Exeter,ltla,2021-03-17,,,3
E07000041,Exeter,ltla,2021-03-16,,,9
E07000041,Exeter,ltla,2021-03-15,,,1
E07000041,Exeter,ltla,2021-03-14,,,3
E07000041,Exeter,ltla,2021-03-13,,,6
E07000041,Exeter,ltla,2021-03-12,,,5
E07000041,Exeter,ltla,2021-03-11,,,4
E07000041,Exeter,ltla,2021-03-10,,,3
E07000041,Exeter,ltla,2021-03-09,,,3
E07000041,Exeter,ltla,2021-03-08,,,6
E07000041,Exeter,ltla,2021-03-07,,,7
E07000041,Exeter,ltla,2021-03-06,,,5
E07000041,Exeter,ltla,2021-03-05,,,1
E07000041,Exeter,ltla,2021-03-04,,,6
E07000041,Exeter,ltla,2021-03-03,,,2
E07000041,Exeter,ltla,2021-03-02,,,7
E07000041,Exeter,ltla,2021-03-01,,,0
E07000041,Exeter,ltla,2021-02-28,,,5
E07000041,Exeter,ltla,2021-02-27,,,9
E07000041,Exeter,ltla,2021-02-26,,,11
E07000041,Exeter,ltla,2021-02-25,,,7
E07000041,Exeter,ltla,2021-02-24,,,12
E07000041,Exeter,ltla,2021-02-23,,,10
E07000041,Exeter,ltla,2021-02-22,,,13
E07000041,Exeter,ltla,2021-02-21,,,7
E07000041,Exeter,ltla,2021-02-20,,,10
E07000041,Exeter,ltla,2021-02-19,,,13
E07000041,Exeter,ltla,2021-02-18,,,13
E07000041,Exeter,ltla,2021-02-17,,,5
